date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:48:26	2305/2305	---M--	200	added ('OK')	application/json	date:Thu,%2013%20Oct%202016%2020:48:27%20GMT	http://wedesignthemes.com/themes/trendy-travel/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwedesignthemes.com%2Fthemes%2Ftrendy-travel%2F	C:/Sitios/travel/wedesignthemes.com/themes/trendy-travel/wp-json/oembed/1.0/embed94f1.json	(from http://wedesignthemes.com/themes/trendy-travel/)
15:48:28	2396/2396	---M-Z	200	added ('OK')	text/xml	date:Thu,%2013%20Oct%202016%2020:48:29%20GMT	http://wedesignthemes.com/themes/trendy-travel/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwedesignthemes.com%2Fthemes%2Ftrendy-travel%2F&format=xml	C:/Sitios/travel/wedesignthemes.com/themes/trendy-travel/wp-json/oembed/1.0/embed50fb	(from http://wedesignthemes.com/themes/trendy-travel/)
15:48:30	69977/69977	---MC-	200	added ('OK')	application/json	date:Thu,%2013%20Oct%202016%2020:48:25%20GMT	http://wedesignthemes.com/themes/trendy-travel/wp-json/	C:/Sitios/travel/wedesignthemes.com/themes/trendy-travel/wp-json/index.html	(from http://wedesignthemes.com/themes/trendy-travel/)
15:48:30	5931/5931	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Oct%202016%2020:48:31%20GMT	http://wedesignthemes.com/themes/trendy-travel/wp-login.php?redirect_to=http%3A%2F%2Fwedesignthemes.com%2Fthemes%2Ftrendy-travel%2F	C:/Sitios/travel/wedesignthemes.com/themes/trendy-travel/wp-login5e99.html	(from http://wedesignthemes.com/themes/trendy-travel/)
15:48:31	349194/349194	---MCZ	200	added ('OK')	text/javascript	etag:W/%2257d16c91-5540a%22	http://designthemes.iamdesigning.netdna-cdn.com/themes/trendy-travel/wp-content/cache/wpfc-minified/b55e1440c74a39fba288d72562e32b47/1473342609index.js	C:/Sitios/travel/designthemes.iamdesigning.netdna-cdn.com/themes/trendy-travel/wp-content/cache/wpfc-minified/b55e1440c74a39fba288d72562e32b47/1473342609index.js	(from http://wedesignthemes.com/themes/trendy-travel/)
15:48:32	66461/66461	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Sep%202016%2014:11:32%20GMT	http://wedesignthemes.com/themes/trendy-travel/register/	C:/Sitios/travel/wedesignthemes.com/themes/trendy-travel/register/index.html	(from http://wedesignthemes.com/themes/trendy-travel/)
15:48:33	20068/20068	---M--	200	added ('OK')	image/png	etag:%22548f1390-4e64%22	http://designthemes.iamdesigning.netdna-cdn.com/themes/trendy-travel/wp-content/themes/trendytravel/images/logo@2x.png	C:/Sitios/travel/designthemes.iamdesigning.netdna-cdn.com/themes/trendy-travel/wp-content/themes/trendytravel/images/logo@2x.png	(from http://wedesignthemes.com/themes/trendy-travel/)
15:48:34	5107/5107	---M--	200	added ('OK')	image/jpeg	etag:%2254b3a314-13f3%22	http://designthemes.iamdesigning.netdna-cdn.com/themes/trendy-travel/wp-content/uploads/2014/07/hotel12-100x80.jpg	C:/Sitios/travel/designthemes.iamdesigning.netdna-cdn.com/themes/trendy-travel/wp-content/uploads/2014/07/hotel12-100x80.jpg	(from http://wedesignthemes.com/themes/trendy-travel/)
15:48:35	72768/72768	---M-Z	200	added ('OK')	text/html	date:Sat,%2001%20Oct%202016%2002:54:03%20GMT	http://wedesignthemes.com/themes/trendy-travel/the-great-buddha-daibustu/	C:/Sitios/travel/wedesignthemes.com/themes/trendy-travel/the-great-buddha-daibustu/index.html	(from http://wedesignthemes.com/themes/trendy-travel/)
15:48:37	74100/74100	---M-Z	200	added ('OK')	text/html	date:Fri,%2030%20Sep%202016%2022:31:25%20GMT	http://wedesignthemes.com/themes/trendy-travel/hot-baloon-journey-at-monaco-hills/	C:/Sitios/travel/wedesignthemes.com/themes/trendy-travel/hot-baloon-journey-at-monaco-hills/index.html	(from http://wedesignthemes.com/themes/trendy-travel/)
15:48:40	78896/78896	---M-Z	200	added ('OK')	text/html	date:Tue,%2027%20Sep%202016%2006:05:31%20GMT	http://wedesignthemes.com/themes/trendy-travel/thailand-special-places-of-2014/	C:/Sitios/travel/wedesignthemes.com/themes/trendy-travel/thailand-special-places-of-2014/index.html	(from http://wedesignthemes.com/themes/trendy-travel/)
15:48:41	71442/71442	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Sep%202016%2023:46:21%20GMT	http://wedesignthemes.com/themes/trendy-travel/cycling-in-the-woods-as-an-adventur/	C:/Sitios/travel/wedesignthemes.com/themes/trendy-travel/cycling-in-the-woods-as-an-adventur/index.html	(from http://wedesignthemes.com/themes/trendy-travel/)
15:48:44	77814/77814	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Sep%202016%2014:01:11%20GMT	http://wedesignthemes.com/themes/trendy-travel/10-best-places-gallery/	C:/Sitios/travel/wedesignthemes.com/themes/trendy-travel/10-best-places-gallery/index.html	(from http://wedesignthemes.com/themes/trendy-travel/)
15:48:46	79428/79428	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Sep%202016%2014:25:16%20GMT	http://wedesignthemes.com/themes/trendy-travel/dt_hotels/sal-panio-estate/	C:/Sitios/travel/wedesignthemes.com/themes/trendy-travel/dt_hotels/sal-panio-estate/index.html	(from http://wedesignthemes.com/themes/trendy-travel/)
15:48:47	77210/77210	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Sep%202016%2014:00:49%20GMT	http://wedesignthemes.com/themes/trendy-travel/dt_hotels/mandrake-hotel/	C:/Sitios/travel/wedesignthemes.com/themes/trendy-travel/dt_hotels/mandrake-hotel/index.html	(from http://wedesignthemes.com/themes/trendy-travel/)
15:48:47	3689/3689	---M--	200	added ('OK')	image/jpeg	etag:%2254b3a32d-e69%22	http://designthemes.iamdesigning.netdna-cdn.com/themes/trendy-travel/wp-content/uploads/2014/07/hotel8-100x80.jpg	C:/Sitios/travel/designthemes.iamdesigning.netdna-cdn.com/themes/trendy-travel/wp-content/uploads/2014/07/hotel8-100x80.jpg	(from http://wedesignthemes.com/themes/trendy-travel/)
15:48:50	81250/81250	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Sep%202016%2014:25:08%20GMT	http://wedesignthemes.com/themes/trendy-travel/dt_hotels/symphony-maze/	C:/Sitios/travel/wedesignthemes.com/themes/trendy-travel/dt_hotels/symphony-maze/index.html	(from http://wedesignthemes.com/themes/trendy-travel/)
15:48:51	4623/4623	---M--	200	added ('OK')	image/jpeg	etag:%2254b3a302-120f%22	http://designthemes.iamdesigning.netdna-cdn.com/themes/trendy-travel/wp-content/uploads/2014/07/hotel1-100x80.jpg	C:/Sitios/travel/designthemes.iamdesigning.netdna-cdn.com/themes/trendy-travel/wp-content/uploads/2014/07/hotel1-100x80.jpg	(from http://wedesignthemes.com/themes/trendy-travel/)
15:48:51	76593/76593	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Sep%202016%2018:56:10%20GMT	http://wedesignthemes.com/themes/trendy-travel/dt_hotels/1888-hotel-by-8hotels/	C:/Sitios/travel/wedesignthemes.com/themes/trendy-travel/dt_hotels/1888-hotel-by-8hotels/index.html	(from http://wedesignthemes.com/themes/trendy-travel/)
15:48:54	80771/80771	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Sep%202016%2014:01:03%20GMT	http://wedesignthemes.com/themes/trendy-travel/hotels/hotels-without-sidebar/	C:/Sitios/travel/wedesignthemes.com/themes/trendy-travel/hotels/hotels-without-sidebar/index.html	(from http://wedesignthemes.com/themes/trendy-travel/)
15:48:55	89397/89397	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Sep%202016%2014:05:01%20GMT	http://wedesignthemes.com/themes/trendy-travel/hotels/	C:/Sitios/travel/wedesignthemes.com/themes/trendy-travel/hotels/index.html	(from http://wedesignthemes.com/themes/trendy-travel/)
15:48:57	84171/84171	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Sep%202016%2014:02:36%20GMT	http://wedesignthemes.com/themes/trendy-travel/hotels/hotels-with-left-sidebar/	C:/Sitios/travel/wedesignthemes.com/themes/trendy-travel/hotels/hotels-with-left-sidebar/index.html	(from http://wedesignthemes.com/themes/trendy-travel/)
15:48:57	84187/84187	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Sep%202016%2014:01:13%20GMT	http://wedesignthemes.com/themes/trendy-travel/hotels/hotels-with-right-sidebar/	C:/Sitios/travel/wedesignthemes.com/themes/trendy-travel/hotels/hotels-with-right-sidebar/index.html	(from http://wedesignthemes.com/themes/trendy-travel/)
15:48:59	17768/17768	---M--	200	added ('OK')	image/jpeg	etag:%2254b39cf2-4568%22	http://designthemes.iamdesigning.netdna-cdn.com/themes/trendy-travel/wp-content/uploads/2014/07/event.jpg	C:/Sitios/travel/designthemes.iamdesigning.netdna-cdn.com/themes/trendy-travel/wp-content/uploads/2014/07/event.jpg	(from http://wedesignthemes.com/themes/trendy-travel/)
15:48:59	55061/55061	---M--	200	added ('OK')	image/png	etag:%2254b39dd3-d715%22	http://designthemes.iamdesigning.netdna-cdn.com/themes/trendy-travel/wp-content/uploads/2014/08/mega-menu-img.png	C:/Sitios/travel/designthemes.iamdesigning.netdna-cdn.com/themes/trendy-travel/wp-content/uploads/2014/08/mega-menu-img.png	(from http://wedesignthemes.com/themes/trendy-travel/)
15:49:00	87400/87400	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Sep%202016%2014:00:05%20GMT	http://wedesignthemes.com/themes/trendy-travel/hotels/hotels-with-both-sidebar/	C:/Sitios/travel/wedesignthemes.com/themes/trendy-travel/hotels/hotels-with-both-sidebar/index.html	(from http://wedesignthemes.com/themes/trendy-travel/)
15:49:00	26/26	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Oct%202016%2020:49:01%20GMT	http://wedesignthemes.com/themes/trendy-travel/forums	C:/Sitios/travel/wedesignthemes.com/themes/trendy-travel/forums	(from http://wedesignthemes.com/themes/trendy-travel/)
15:49:02	68139/68139	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Sep%202016%2014:01:01%20GMT	http://wedesignthemes.com/themes/trendy-travel/booking/	C:/Sitios/travel/wedesignthemes.com/themes/trendy-travel/booking/index.html	(from http://wedesignthemes.com/themes/trendy-travel/)
15:49:03	91913/91913	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Sep%202016%2018:25:30%20GMT	http://wedesignthemes.com/themes/trendy-travel/event/ice-skating/	C:/Sitios/travel/wedesignthemes.com/themes/trendy-travel/event/ice-skating/index.html	(from http://wedesignthemes.com/themes/trendy-travel/)
15:49:05	94700/94700	---M-Z	200	added ('OK')	text/html	date:Fri,%2009%20Sep%202016%2002:06:20%20GMT	http://wedesignthemes.com/themes/trendy-travel/organizer/ram/	C:/Sitios/travel/wedesignthemes.com/themes/trendy-travel/organizer/ram/index.html	(from http://wedesignthemes.com/themes/trendy-travel/)
15:49:06	92319/92319	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Sep%202016%2017:36:21%20GMT	http://wedesignthemes.com/themes/trendy-travel/event/mountain-trekking/	C:/Sitios/travel/wedesignthemes.com/themes/trendy-travel/event/mountain-trekking/index.html	(from http://wedesignthemes.com/themes/trendy-travel/)
15:49:07	3221/3221	---M--	200	added ('OK')	image/gif	etag:%2253cf68a1-c95%22	http://designthemes.iamdesigning.netdna-cdn.com/themes/trendy-travel/wp-content/plugins/LayerSlider/static/img/blank.gif	C:/Sitios/travel/designthemes.iamdesigning.netdna-cdn.com/themes/trendy-travel/wp-content/plugins/LayerSlider/static/img/blank.22.delayed	(from http://wedesignthemes.com/themes/trendy-travel/)
15:49:09	93565/93565	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Sep%202016%2014:00:33%20GMT	http://wedesignthemes.com/themes/trendy-travel/events/	C:/Sitios/travel/wedesignthemes.com/themes/trendy-travel/events/index.html	(from http://wedesignthemes.com/themes/trendy-travel/)
15:49:09	82196/82196	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Sep%202016%2014:10:16%20GMT	http://wedesignthemes.com/themes/trendy-travel/about/	C:/Sitios/travel/wedesignthemes.com/themes/trendy-travel/about/index.html	(from http://wedesignthemes.com/themes/trendy-travel/)
15:49:10	147761/147761	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Sep%202016%2014:05:13%20GMT	http://wedesignthemes.com/themes/trendy-travel/home-page-ii/	C:/Sitios/travel/wedesignthemes.com/themes/trendy-travel/home-page-ii/index.html	(from http://wedesignthemes.com/themes/trendy-travel/)
15:49:13	97015/97015	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Sep%202016%2014:12:35%20GMT	http://wedesignthemes.com/themes/trendy-travel/activity/	C:/Sitios/travel/wedesignthemes.com/themes/trendy-travel/activity/index.html	(from http://wedesignthemes.com/themes/trendy-travel/)
15:49:14	80088/80088	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Sep%202016%2014:11:41%20GMT	http://wedesignthemes.com/themes/trendy-travel/members/	C:/Sitios/travel/wedesignthemes.com/themes/trendy-travel/members/index.html	(from http://wedesignthemes.com/themes/trendy-travel/)
15:49:15	65954/65954	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Sep%202016%2014:10:26%20GMT	http://wedesignthemes.com/themes/trendy-travel/activate/	C:/Sitios/travel/wedesignthemes.com/themes/trendy-travel/activate/index.html	(from http://wedesignthemes.com/themes/trendy-travel/)
15:49:18	69274/69274	---M-Z	200	added ('OK')	text/html	date:Fri,%2009%20Sep%202016%2020:00:00%20GMT	http://wedesignthemes.com/themes/trendy-travel/forums/	C:/Sitios/travel/wedesignthemes.com/themes/trendy-travel/forums/index.html	(from http://wedesignthemes.com/themes/trendy-travel/)
15:49:19	37704/37704	---M--	200	added ('OK')	image/jpeg	etag:%2255110144-9348%22	http://designthemes.iamdesigning.netdna-cdn.com/themes/trendy-travel/wp-content/uploads/2014/06/blog-img1-420x287.jpg	C:/Sitios/travel/designthemes.iamdesigning.netdna-cdn.com/themes/trendy-travel/wp-content/uploads/2014/06/blog-img1-420x287.jpg	(from http://wedesignthemes.com/themes/trendy-travel/)
15:49:19	93638/93638	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Sep%202016%2023:45:28%20GMT	http://wedesignthemes.com/themes/trendy-travel/event/	C:/Sitios/travel/wedesignthemes.com/themes/trendy-travel/event/index.html	(from http://wedesignthemes.com/themes/trendy-travel/)
15:49:20	0/0	---M-Z	302	error ('Found')	text/html	date:Thu,%2013%20Oct%202016%2020:49:19%20GMT	http://wedesignthemes.com/themes/trendy-travel/events/upcoming/	C:/Sitios/travel/wedesignthemes.com/themes/trendy-travel/events/upcoming/index.html	(from http://wedesignthemes.com/themes/trendy-travel/)
15:49:21	91447/91447	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Sep%202016%2022:32:59%20GMT	http://wedesignthemes.com/themes/trendy-travel/events/week/	C:/Sitios/travel/wedesignthemes.com/themes/trendy-travel/events/week/index.html	(from http://wedesignthemes.com/themes/trendy-travel/)
15:49:23	89705/89705	---M-Z	200	added ('OK')	text/html	date:Fri,%2009%20Sep%202016%2016:28:01%20GMT	http://wedesignthemes.com/themes/trendy-travel/events/2017-12-24/	C:/Sitios/travel/wedesignthemes.com/themes/trendy-travel/events/2017-12-24/index.html	(from http://wedesignthemes.com/themes/trendy-travel/)
15:49:25	80854/80854	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Sep%202016%2014:47:04%20GMT	http://wedesignthemes.com/themes/trendy-travel/contact/	C:/Sitios/travel/wedesignthemes.com/themes/trendy-travel/contact/index.html	(from http://wedesignthemes.com/themes/trendy-travel/)
15:49:26	122037/122037	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Oct%202016%2020:49:24%20GMT	http://wedesignthemes.com/themes/trendy-travel/events/map/?tribe-bar-date=2014-07-05	C:/Sitios/travel/wedesignthemes.com/themes/trendy-travel/events/map/indexe116.html	(from http://wedesignthemes.com/themes/trendy-travel/)
15:49:29	119314/119314	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Oct%202016%2020:49:26%20GMT	http://wedesignthemes.com/themes/trendy-travel/events/photo/?tribe-bar-date=2014-07-05	C:/Sitios/travel/wedesignthemes.com/themes/trendy-travel/events/photo/indexe116.html	(from http://wedesignthemes.com/themes/trendy-travel/)
15:49:30	88933/88933	---M-Z	200	added ('OK')	text/html	date:Fri,%2009%20Sep%202016%2003:40:48%20GMT	http://wedesignthemes.com/themes/trendy-travel/header-type1/	C:/Sitios/travel/wedesignthemes.com/themes/trendy-travel/header-type1/index.html	(from http://wedesignthemes.com/themes/trendy-travel/)
15:49:32	88982/88982	---M-Z	200	added ('OK')	text/html	date:Fri,%2009%20Sep%202016%2010:31:14%20GMT	http://wedesignthemes.com/themes/trendy-travel/header-type2/	C:/Sitios/travel/wedesignthemes.com/themes/trendy-travel/header-type2/index.html	(from http://wedesignthemes.com/themes/trendy-travel/)
